Product_Name,Price,Rating,RnR,Page,Processor,RAM,Storage,Battery,Screen_size,Brand,Front_camera
"REDMI 10 (Pacific Blue, 128 GB)",11999.0,4.2,"23,677 Ratings & 1,733 Reviews",9,Qualcomm Snapdragon 680 Processor,6 GB RAM, 128 GB ROM,6000 mAh Lithium Polymer Battery,"['17.02 cm', '6.7 inch']",6, 5MP Front
SAMSUNG Guru Music 2,2099.0,4.3,"1,97,904 Ratings & 18,393 Reviews",9,0 0 0 208MHz Processor,,NA ROM,800 mAh Battery,"['5.08 cm', '2 inch']",NA,
"APPLE iPhone 12 (White, 128 GB)",56999.0,4.6,"1,86,480 Ratings & 12,714 Reviews",9,A14 Bionic Chip with Next Generation Neural Engine Processor,,128 GB ROM,,"['15.49 cm', '6.1 inch']",128, 12MP Front12MP TrueDepth Front
Nokia 105 TA-1416 DS,1449.0,4.1,"4,669 Ratings & 339 Reviews",9,SC6531E Processor,32 MB RAM, 32 MB ROM,800 mAh Lithium Ion Battery1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Battery,"['4.5 cm', '1.77 inch']",32,0MP Front
Kechaoda K115,1199.0,4.1,"29,040 Ratings & 2,239 Reviews",9,,32 MB RAM, 32 MB ROM,850 mAh Battery,"['3.66 cm', '1.44 inch']",32,
"realme 10 Pro+ 5G (Nebula Blue, 128 GB)",24999.0,4.5,"9,062 Ratings & 986 Reviews",9,Mediatek Dimensity 1080 5G Processor,6 GB RAM, 128 GB ROM,5000 mAh Battery,"['17.02 cm', '6.7 inch']",6, 16MP Front
Micromax X412,964.0,3.9,"14,573 Ratings & 1,261 Reviews",9,,32 MB RAM, 32 MB ROM,800 mAh Battery,"['4.5 cm', '1.77 inch']",32,
"realme 10 Pro+ 5G (Hyperspace, 128 GB)",25999.0,4.5,"4,441 Ratings & 551 Reviews",9,Mediatek Dimensity 1080 5G Processor,8 GB RAM, 128 GB ROM,5000 mAh Battery,"['17.02 cm', '6.7 inch']",8, 16MP Front
"realme 10 Pro+ 5G (Hyperspace, 128 GB)",24999.0,4.5,"9,062 Ratings & 986 Reviews",9,Mediatek Dimensity 1080 5G Processor,6 GB RAM, 128 GB ROM,5000 mAh Battery,"['17.02 cm', '6.7 inch']",6, 16MP Front
"POCO M4 5G (Yellow, 128 GB)",13999.0,4.2,"25,141 Ratings & 2,043 Reviews",9,Mediatek Dimensity 700 Processor,6 GB RAM, 128 GB ROM,5000 mAh Lithium Ion Polymer Battery,"['16.71 cm', '6.58 inch']",6, 8MP Front
"SAMSUNG Galaxy F04 (Opal Green, 64 GB)",9499.0,4.4,"1,377 Ratings & 74 Reviews",9,Mediatek Helio P35 Processor,4 GB RAM, 64 GB ROM,5000 mAh Lithium-Ion Battery,"['16.51 cm', '6.5 inch']",4, 5MP Front
"APPLE iPhone 13 (Midnight, 128 GB)",62999.0,4.7,"1,86,614 Ratings & 10,266 Reviews",10,A15 Bionic Chip Processor,,128 GB ROM,,"['15.49 cm', '6.1 inch']",128, 12MP Front
"vivo Y02 (Cosmic Grey, 32 GB)",8999.0,4.4,82 Ratings & 5 Reviews,10,MediaTek P22 Processor,3 GB RAM, 32 GB ROM,5000 mAh Battery,"['16.54 cm', '6.51 inch']",3, 5MP Front
Micromax X412,938.0,3.9,"14,573 Ratings & 1,261 Reviews",10,,32 MB RAM, 32 MB ROM,800 mAh Battery,"['4.5 cm', '1.77 inch']",32,
"APPLE iPhone 13 (Blue, 128 GB)",62999.0,4.7,"1,86,614 Ratings & 10,266 Reviews",10,A15 Bionic Chip Processor,,128 GB ROM,,"['15.49 cm', '6.1 inch']",128, 12MP Front
"SAMSUNG Galaxy M53 5G (Deep Ocean Blue, 128 GB)",25990.0,4.1,46 Ratings & 4 Reviews,10,,8 GB RAM, 128 GB ROM,5000 mAh Battery,"['17.02 cm', '6.7 inch']",8,
"POCO M4 Pro 5G (Yellow, 128 GB)",15999.0,4.2,"11,155 Ratings & 924 Reviews",10,Mediatek Dimensity 810 Processor,8 GB RAM, 128 GB ROM,5000 mAh Lithium-ion Polymer Battery,"['16.76 cm', '6.6 inch']",8, 16MP Front
"vivo T1 Pro 5G (Turbo Black, 128 GB)",23999.0,4.4,"7,755 Ratings & 739 Reviews",10,Qualcomm Snapdragon 778G 5G Mobile Platform Processor,6 GB RAM, 128 GB ROM,4700 mAh Lithium Battery,"['16.36 cm', '6.44 inch']",6, 16MP Front
"vivo T1 Pro 5G (Turbo Cyan, 128 GB)",23999.0,4.4,"7,755 Ratings & 739 Reviews",10,Qualcomm Snapdragon 778G 5G Mobile Platform Processor,6 GB RAM, 128 GB ROM,4700 mAh Lithium Battery,"['16.36 cm', '6.44 inch']",6, 16MP Front
"realme C11 2021 (Cool Blue, 64 GB)",8999.0,4.3,"2,06,123 Ratings & 11,053 Reviews",10,core Processor,4 GB RAM, 64 GB ROM,5000 mAh Battery,"['16.51 cm', '6.5 inch']",4, 5MP Front
"realme C11 2021 (Cool Grey, 64 GB)",8999.0,4.3,"2,06,123 Ratings & 11,053 Reviews",10,core Processor,4 GB RAM, 64 GB ROM,5000 mAh Battery,"['16.51 cm', '6.5 inch']",4, 5MP Front
"Infinix HOT 20 5G (Space Blue, 64 GB)",10999.0,4.3,"1,935 Ratings & 197 Reviews",10,Dimensity 810 Processor,4 GB RAM, 64 GB ROM,5000 mAh Li-ion Polymer Battery,"['16.76 cm', '6.6 inch']",4, 8MP Front
"realme 10 (Clash White, 128 GB)",16999.0,4.3,360 Ratings & 25 Reviews,10,Mediatek Helio G99 Octa Core Processor,8 GB RAM, 128 GB ROM,5000 mAh Battery,"['16.26 cm', '6.4 inch']",8, 16MP Front
Nokia 105 PLUS,1549.0,4.1,"6,585 Ratings & 460 Reviews",10,MTK6261D Processor,4 MB RAM, 4 MB ROM,1000 mAh Lithium Ion Battery1 Year Manufacturer Warranty For Device And 6 Months Manufacturer Warranty For In-Box Accessories Including Battery,"['4.5 cm', '1.77 inch']",4,0MP Front
"MOTOROLA g31 (Meteorite Grey, 128 GB)",11999.0,4.2,"13,073 Ratings & 1,379 Reviews",10,Mediatek Helio G85 Processor,6 GB RAM, 128 GB ROM,5000 mAh LiPo Battery,"['16.26 cm', '6.4 inch']",6, 13MP Front
"realme C31 (Light Silver, 64 GB)",9999.0,4.4,"60,482 Ratings & 2,875 Reviews",10,Unisoc T612 Processor,4 GB RAM, 64 GB ROM,5000 mAh Battery,"['16.56 cm', '6.52 inch']",4, 5MP Front
"realme C31 (Dark Green, 32 GB)",9299.0,4.5,"45,871 Ratings & 1,815 Reviews",10,Unisoc T612 Processor,3 GB RAM, 32 GB ROM,5000 mAh Battery,"['16.56 cm', '6.52 inch']",3, 5MP Front
"APPLE iPhone 11 (White, 64 GB)",42999.0,4.6,"1,81,756 Ratings & 10,709 Reviews",10,A13 Bionic Chip Processor,,64 GB ROM,,"['15.49 cm', '6.1 inch']",64, 12MP Front
"POCO X4 Pro 5G (Yellow, 128 GB)",21999.0,4.1,"15,892 Ratings & 1,650 Reviews",10,Qualcomm Snapdragon 695 5G Processor,8 GB RAM, 128 GB ROM,5000 mAh Lithium-ion Polymer Battery,"['16.94 cm', '6.67 inch']",8, 16MP Front
Nokia 105 PLUS,1549.0,4.1,"6,585 Ratings & 460 Reviews",10,MTK6261D Processor,4 MB RAM, 4 MB ROM,1000 mAh Lithium Ion Battery1 Year Manufacturer Warranty For Device And 6 Months Manufacturer Warranty For In-Box Accessories Including Battery,"['4.5 cm', '1.77 inch']",4,0MP Front
"realme Narzo 50i (Carbon Black, 64 GB)",9599.0,4.3,"62,111 Ratings & 3,495 Reviews",10,SC9863A Processor,4 GB RAM, 64 GB ROM,5000 mAh Battery,"['16.51 cm', '6.5 inch']",4, 5MP Front
"REDMI 9 Activ (Carbon Black, 128 GB)",10499.0,4.2,"4,852 Ratings & 329 Reviews",10,Mediatek Helio G35 Processor,6 GB RAM, 128 GB ROM,5000 mAh Lithium Polymer Battery,"['16.59 cm', '6.53 inch']",6, 5MP Front
"APPLE iPhone 12 (Black, 128 GB)",56999.0,4.6,"1,86,480 Ratings & 12,714 Reviews",10,A14 Bionic Chip with Next Generation Neural Engine Processor,,128 GB ROM,,"['15.49 cm', '6.1 inch']",128, 12MP Front12MP TrueDepth Front
"Micromax IN 2C (Brown, 32 GB)",5999.0,4.2,"2,711 Ratings & 320 Reviews",10,Unisoc T610 Processor,3 GB RAM, 32 GB ROM,5000 mAh Battery,"['16.56 cm', '6.52 inch']",3, 5MP Front
"realme Narzo 50A Prime (Flash Black, 64 GB)",11980.0,4.1,83 Ratings & 6 Reviews,10,,4 GB RAM, 64 GB ROM,5000 mAh Battery,"['16.76 cm', '6.6 inch']",4, 8MP Front
